measles,german_measles
air_pollution,smogginess
ascription,externalisation
backlash,whitelash
approach_shot,pitch
vigor,verve
group_meeting,town_meeting
spade,garden_spade
cryogen,liquid_air
prince,prince_of_wales
baryon,hyperon
consumer_credit,charge_account_credit
ornament,wind_chime
high_jump,fosbury_flop
fish_lure,troll
vena_gastrica,right_gastric_vein
ironing,flat_wash
video,hdtv
rationalism,deism
biological_research,stem-cell_research
repast,banquet
beard,awn
lacertid_lizard,green_lizard
core_group,cadre
acquisition,swordsmanship
minimus,little_toe
choriomeningitis,lymphocytic_choriomeningitis
keeper,nursemaid
recourse,shadow
armed_combat,aggression
psychological_state,dissociation
taracahitian,tarahumara
measuring_device,wattmeter
smelt,capelan
rebate,rusticate
greenness,jade_green
artist,indiana
gay_man,queer
mortise_joint,tongue_and_groove_joint
arbovirus,reoviridae
watch,rubberneck
forgiveness,exculpation
bubalus_bubalis,carabao
painter,stippler
chemical_action,transamination
widget,mod_con
dealer,broker-dealer
cornel,cornelian_cherry
passion,trichotillomania
automobile_race,rally
man-of-war,sailing_warship
true_vampire_bat,diphylla_ecaudata
mackerel_shark,basking_shark
merging,concourse
siouan_language,winnebago
hearing_impairment,nerve_deafness
lima_bean,fordhooks
armrest,arm
salvor,stooper
slum,skid_row
czech_monetary_unit,heller
capsid,four-lined_plant_bug
complex_number,pure_imaginary_number
rumourmonger,yenta
serial_printer,typewriter
weightlift,snatch
voting_system,scrutin_de_liste
mollusc,cephalopod_mollusk
coloration,protective_coloration
fatty_acid,trans_fatty_acid
landholder,squire
belief,first_blush
young,young_fish
gel,hydrogel
denatured_alcohol,methylated_spirit
amplification,loop_gain
scriptwriter,film_writer
tale,cock-and-bull_story
gracefulness,suppleness
period,suspension_point
coop,squirrel_cage
poison_bush,hairy_darling_pea
palaeobiology,paleozoology
display_case,trophy_case
spider_web,sheet_web
musical_time,in_time
statistical_table,mortality_table
yr,y2k
black_racer,blue_racer
cloister,priory
selective-serotonin_reuptake_inhibitor,zoloft
amino_acid,tyrosine
atlas,linguistic_atlas
aptitude,natural_ability
prairie_chicken,heath_hen
orchestra,symphony_orchestra
shrimp,pistol_shrimp
rendering,surtitle
hard_lead,grid_metal
disagreeable_person,louse
refusal,declination
baldness,male_pattern_baldness
radiology,fluoroscopy
sable_brush,rigger
hybridizing,testcross
irresolution,indecision
execution,thuggee
composite_plant,tanacetum_vulgare
parkland,safari_park
mycoplasmal_pneumonia,parrot_fever
pretense,bluff
seigneur,liege
commendation,tribute
riposte,sassing
inactivity,idleness
talk_show,phone-in
gnawer,sand_rat
ambiance,feel
spirits,lacing
tanzanian_monetary_unit,tanzanian_shilling
smack,spank
sirup,corn_syrup
ethene,trichloroethylene
equipage,marching_order
secretion,pheromone
slope,stoop
listening,relistening
pig,slattern
globule,bubble
fork,hayfork
solder,braze
vegetable_matter,coal
tryout,screen_test
saudi_arabian_monetary_unit,qurush
sour,whiskey_sour
dining-room,triclinium
joint,weld
filter,low-pass_filter
saltiness,brackishness
athapaskan,chipewyan
talcum,rensselaerite
fording,deep_fording
field_intensity,magnetic_flux_density
quorum,minyan
ventricle,right_ventricle
ideograph,logograph
mail,mailing
chou,head_cabbage
radial_asymmetry,directionality
cage,iron_cage
musical_harmony,resolution
zebrawood,marblewood
date,date_stamp
marble,taw
reflexion,zodiacal_light
footmark,footprint_evidence
month,solar_month
arteria_iliaca,hypogastric_artery
battery,resisting_arrest
lamb_roast,leg_of_lamb
oriole,fig-bird
woad,isatis_tinctoria
variableness,personal_equation
bombing,suicide_bombing
oak,quercitron_oak
cash_account,custodial_account
risk,gamble
creativity,ingeniousness
self-government,home_rule
lawmaker,promulgator
attestation_report,financial_audit
giraffa_camelopardalis,okapia_johnstoni
silkworm,ailanthus_silkworm
sabbatia,prairia_sabbatia
broom_grass,schizachyrium_scoparium
fish_loaf,salmon_loaf
pupa,chrysalis
crossroad,grade_crossing
shoe,wing_tip
ocean_trip,maiden_voyage
surface,floor
water_sprite,undine
sunstone,goldstone
calcium,calcium_ion
myxovirus,paramyxovirus
tramcar,horsecar
east_germanic_language,gothic
hymn,recessional
nameplate,doorplate
dysplasia,anaplasia
hunted_person,chased
gun_trigger,hair_trigger
seducer,undoer
buddhism,tantra
reservoir,water_tower
cryptorchidism,monorchidism
preciousness,gold
quill,primary
ptarmigan,moor-bird
vine,vincetoxicum_hirsutum
sporophyll,microsporophyll
posterior_serratus_muscle,serratus_posterior_superior
clerid_beetle,bee_beetle
varna,sudra
pancake_turtle,smooth_softshell
cholesterin,ldl_cholesterol
quadric_surface,hyperboloid
tetranychid,red_spider_mite
lawyer,trial_lawyer
accuracy,exactness
unsaturated_fatty_acid,eleostearic_acid
seek_time,track-to-track_seek_time
facial_hair,side-whiskers
fluorochrome,fluorescein_isothiocyanate
mullet,mugil_liza
fashion_designer,costume_designer
vim,ki
dissolver,xylol
cherry,capulin
almond,jordan_almond
aristocracy,squirearchy
candlewood,boojum_tree
entomology,lepidopterology
souvenir,favor
hiding_place,lurking_place
antitussive,codeine
number_representation_system,positional_notation
electronic_warfare,electromagnetic_intrusion
adelgid,woolly_adelgid
concession,wage_concession
floral_leaf,sepal
roofing_material,roofing_tile
nerve_fiber,sensory_fiber
ticket_stub,rain_check
foster_parent,foster-mother
bound,brink
hater,francophobe
transduction,microphoning
leg,fare-stage
scientific_method,experimental_method
ovis_aries,rambouillet
fermion,lepton
basketball_equipment,basketball
contractility,stypsis
wool,virgin_wool
value-system,chartism
stone_drill,straight-fluted_drill
electron,valence_electron
alkyl_halide,haloform
discoverer,co-discoverer
scurvy_grass,american_watercress
cypriot_monetary_unit,mil
pillow,bolster
written_communication,print
recessional_march,wedding_march
attracter,strange_attractor
weight,sinker
lymph_cell,plasma_cell
full,harvest_moon
moderator,deuterium_oxide
roadway,carriageway
schwa,murmur_vowel
automatic_data_processing,integrated_data_processing
doubt,suspense
panic,freak
celery_pine,phyllocladus_alpinus
playhouse,tree_house
reversion,escheat
chafe,displeasure
domestic_partner,spouse
italic,latin
minstrel,interlocutor
atrioventricular_valve,tricuspid_valve
impoliteness,gaucheness
animal_fiber,silk
euphuism,gongorism
polychete,bloodworm
affectedness,preciosity
surmisal,divination
employee,turncock
module,power_module
typewriter,stenograph
epoxy,crazy_glue
mousse,chicken_mousse
serum_globulin,crp
installment,fascicule
businesswoman,brothel_keeper
seism,seaquake
post_card,picture_postcard
carotid_artery,internal_carotid_artery
white_thistle,mexican_poppy
skin,wineskin
coral_tree,cork_tree
directional_antenna,yagi
packing_material,excelsior
grad_school,school_of_medicine
disorientation,culture_shock
problem,rebus
genitive,attributive_genitive_case
card_index,rolodex
grid,amsler_grid
emulsifier,lecithin
strip,displume
algorithmic_program,stemmer
forerunner,predecessor
drip_mat,beer_mat
darkening,obfuscation
marihuana,acapulco_gold
coincidence,unison
journal,annals
pavement,tarmac
maternity,placenta_previa
signpost,fingerboard
oil_cake,oil_meal
medicine_man,rainmaker
elaterid,fire_beetle
cephalalgia,tension_headache
malignant_neoplastic_disease,sarcoma
hickey,papule
telephone_unit,erlang
famine,the_great_starvation
vision,imaginary_creature
water_travel,sailing
worship,praise
whiskey,sour_mash_whiskey
bugleweed,yellow_bugle
politeness,devoir
resuscitation,kiss_of_life
rat_terrier,manchester_terrier
partsong,round
public_violence,race_riot
minicar,minicab
sanitary_condition,uncleanness
superiority,whip_hand
down_feather,plumule
cushion,throw_pillow
shower,scattering
marketing_research,consumer_research
internal_angle,reentering_angle
screw_tree,nut-leaved_screw_tree
offset,letterset_printing
sailing,tack
iodoamino_acid,iodothyronine
decoration,tittivation
toxin,neurotoxin
taper,vigil_candle
invariability,unvariedness
milk_thistle,sonchus_oleraceus
willing,intention
extract,quote
collar,dog_collar
human_action,speech_act
diacetylmorphine,big_h
coreopsis,calliopsis
ascension,soar
wheedling,insinuation
fixings,malted_milk
artistic_production,topiary
pundit,polymath
platyrrhine,woolly_monkey
gambler,winner
marginalia,scholia
youth_subculture,mods
performing,roleplaying
razorback,balaenoptera_acutorostrata
parricide,patricide
galvanic_battery,storage_battery
morsel,sop
rheumatism,still's_disease
path,trail
stout,guinness
hole,wormhole
signal,interrupt
letter_of_the_alphabet,consonant
accessory,fitting
adrenergic_drug,phenylpropanolamine
inhalation_general_anaesthetic,nitrous_oxide
sale,judicial_sale
weightiness,preponderance
chewing,rumination
homopterous_insect,leafhopper
bum,whittler
predatory_animal,carnivore
initiation,instigation
sea_boat,whaleboat
rabbi,amora
sphecoid_wasp,mud_dauber
nervus_ulnaris,funny_bone
injustice,wrongfulness
gulyas,porkholt
iron_deficiency_anemia,chlorosis
home_reserve,army_national_guard
justice,right
carditis,pericarditis
ptosis,brow_ptosis
organic_chemistry,phytochemistry
blot,inkblot
conjunctiva,pterygium
catalysis,autocatalysis
adult_female,wonder_woman
spain,logrono
subjugation,peonage
food_fish,sole
train,subway_train
diffraction,x-ray_diffraction
apathy,languor
silique,silicle
glass_sponge,venus's_flower_basket
mathematical_process,relaxation_method
zoology,paleozoology
holiday,mesasamkranti
common_people,home_folk
expounding,philosophizing
friendly_relationship,trust
agrimonia,fragrant_agrimony
cleanliness,fastidiousness
earless_seal,bladdernose
guiltiness,impeachability
offense,push_back
constellation,unitization
kwa,ewe
tisane,camomile_tea
slavonic_language,bulgarian
maleness,virility
deliverer,bailor
terminal,link-attached_station
cdna,dscdna
synovial_joint,rotary_joint
tortricid_moth,carpocapsa_pomonella
meekness,spinelessness
sweet_melon,nutmeg_melon
percussive_instrument,vibes
product_line,sideline
aldehyde,acrolein
crystallization,crystallite
general-purpose_bomb,blockbuster
summary,summing_up
surveying_instrument,transit
acknowledgment,thanks
misinformation,disinformation
sanskritic_language,sinhalese
neglect,despite
bass,freshwater_bass
flowering_plant,rubiaceous_plant
vascular_structure,placenta
grammatical_gender,neuter
commissioned_naval_officer,lieutenant_junior_grade
hindi,hindoostani
optical_phenomenon,tyndall_effect
earthenware,samian_ware
arrow_arum,tuckahoe
expressionism,supra_expressionism
dread,chill
beholder,visualizer
roofing_tile,ridge_tile
agreeableness,affirmativeness
physiognomy,pudding-face
thermonuclear_reaction,carbon_cycle
retrovirus,hiv
sufferance,self_acceptance
notochord,urochord
baking,shirring
shelf,overmantel
charge_unit,ampere-hour
smallpox,white_pox
boson,mesotron
data_structure,hierarchical_structure
arithmetic,algorism
grackle,quiscalus_quiscula
economist,monetarist
scale_factor,time-scale_factor
take,sack
centipede,scutigera_coleoptrata
brazilian_monetary_unit,real
auditorium,assembly_hall
stylization,conventionalization
adsorption,chemosorption
inquietude,willies
demarcation_line,three-mile_limit
tavern_keeper,tapster
villain,villainess
smuggler,rumrunner
weeper,blubberer
synergism,potentiation
diffidence,unassertiveness
alluvial_deposit,placer
dome,whispering_dome
programming,object-oriented_programming
version,anagoge
salivation,ptyalism
common,village_green
marsh_elder,burweed_marsh_elder
flop,dud
offensiveness,objectionableness
commitment,incurrence
governor,timer
gator,chinese_alligator
comparing,contrast
unintelligibility,word_salad
blazonry,quartering
century,twentieth_century
racing_shell,scull
bhutanese_monetary_unit,chetrum
manure,night_soil
modus_operandi,rut
resort,ski_resort
financial_loss,losings
sinning,venial_sin
stomatitis,vesicular_stomatitis
narrow-mindedness,sectarianism
club,wood
civil_rights_leader,freedom_rider
car_seat,death_seat
out,strikeout
sampler,wine_taster
welsh_terrier,sealyham_terrier
optics,holography
reflecting_telescope,schmidt_camera
pedestal_table,tip_table
haulier,garbage_collector
raise,fundraise
theropod_dinosaur,ornithomimid
hunter,forager
sawyer,pine_sawyer
control_system,servosystem
crested_screamer,chaja
fruit_drink,orangeade
increment,up-tick
contract_bridge,no-trump
mental_measurement,mental_test
fish_cake,codfish_cake
limpet,keyhole_limpet
investigation,tabulation
naming,specification
cavalry,mechanized_cavalry
zairese_monetary_unit,likuta
substitute,pinch_hitter
social_phobia,xenophobia
contradictoriness,inconsistency
stowage,strongroom
suction_pump,sump_pump
mart,agora
sin,mark_of_cain
branchia,external_gill
burn,scald
delight,schadenfreude
uterus,venter
rotating_mechanism,gyro
type_of_architecture,victorian_architecture
thirst,polydipsia
lawlessness,nihilism
llama,lama_pacos
simple_closed_curve,loop
exclusive_right,privilege_of_the_floor
physical_pendulum,clock_pendulum
benzine,benzene_formula
fur,underfur
signaling_device,whistle
celebration,victory_celebration
foundation,roll-on
oriental_person,mongol
transmitter,television_transmitter
stupid,klutz
bicameral_script,cyrillic
puffer,fugu
visual_disorder,xanthopsia
merganser,hooded_merganser
success,pay_dirt
leap,elevation
handwriting,subscription
harnessed_antelope,bushbuck
suppresser_gene,tumor_suppressor_gene
court_card,queen
levity,jocosity
generalisation,irradiation
painted_cup,sulfur_paintbrush
pike,pickerel
load,doctor_up
meld,syncretize
felicity,radiance
malaysian,sarawakian
nuclear_energy,atomic_power
favor,advantage
oath,bayat
infinitesimal_calculus,calculus_of_variations
magazine,pincurl_clip
dodging,circumvention
correlational_statistics,spurious_correlation
proof,weatherproof
auditory_sensation,dub
defrayment,underpayment
central_american,panamanian
national_leader,stateswoman
votary,bacchante
karyon,subthalamic_nucleus
diadem,coronet
cortical_area,area_17_of_brodmann
raptorial_bird,sagittarius_serpentarius
rupture,tear_up
playfulness,impishness
suffragist,suffragette
posit,assert
acceptance,welcome
attendant,rouser
gather,make
schoolchild,schoolboy
anaesthetic,spinal_anesthetic
likeliness,odds
final,cup_final
truth_serum,thiopental_sodium
probiotic_microflora,acidophilus
furcula,wishing_bone
trimester,third_trimester
combustibleness,flammability
fleece,golden_fleece
false_nettle,boehmeria_nivea
knowledge,history
articulatio_plana,radiocarpal_joint
proportional_counter,boron_counter_tube
square,t-square
soothsaying,pyromancy
uncommonness,unusualness
green_lacewing,golden-eyed_fly
excitability,boiling_point
kulanapan,pomo
homo_soloensis,solo_man
measurability,scalability
banker,cashier
pearl,seed_pearl
trauma,birth_trauma
areca,betel_palm
diehard,rip_van_winkle
magical_power,lycanthropy
severe_combined_immunodeficiency,x-linked_scid
make-up,rouge
outdoorsman,outdoorswoman
trillium,sessile_trillium
financial_obligation,scot_and_lot
capture,ensnare
aorta,thoracic_aorta
violet,viola_sylvatica
impersonator,mimicker
doll,toy_soldier
gentleman,gentleman-at-arms
curettage,suction_curettage
long-term_memory,motor_memory
passenger_van,minivan
webpage,homepage
transgression,inside_job
antifungal_agent,gentian_violet
artistry,ventriloquy
transit,lockage
protective_covering,clypeus
photographic_material,film
guardian_angel,eudaemon
spouse,married_woman
daubing,pargeting
hautboy,shawm
quiche,quiche_lorraine
herb_christopher,actaea_alba
drinking,potation
ophthalmoscope,orthoscope
inequality,unevenness
relief,decompressing
bagpiper,pipe_major
accommodation,service
kelt,gaul
induction_coil,spark_coil
french_bread,baguette
mother_superior,mother
pow_camp,gulag
kinetics,ballistics
cup_fungus,jafnea_semitosta
overcharge,extortion
guncotton,pyroxylin
unemployed_person,hunger_marcher
renal_lithiasis,nephrocalcinosis
blackbird,red-winged_blackbird
short_pants,lederhosen
dodge,wangling
balkan_state,greece
avidity,ardour
